Student ID, First Name, Last Name, Date Of Birth, ClassNo, GPA
20202734,fn-Emy,ln-Uogzgbtx,1993-03-07,C501,2.45
20183675,fn-Srxno,ln-Gzhteslhz,2002-12-21,C204,1.42
20203790,fn-Ejr,ln-Nio,1994-06-13,C505,3.58
20192949,fn-Ktlctdfxpi,ln-Qfg,1990-08-20,C503,0.57
20184999,fn-Wdgufhe,ln-Fxujl,2000-08-15,C604,1.91
20204536,fn-Pfmcf,ln-Wbzxbup,2009-10-15,C201,1.28
20185939,fn-Rxj,ln-Ptwwmjs,1997-10-10,C204,3.36
20195076,fn-Jwwog,ln-Esyr,2001-01-02,C502,0.87
20195467,fn-Gtgv,ln-Ugl,2006-02-15,C303,0.71
20195811,fn-Pobxur,ln-Nijlqiiioi,2004-10-01,C603,2.61
20203901,fn-Etlmnom,ln-Evrzwcy,1996-10-14,C605,2.53
20185929,fn-Jwcrqyxhow,ln-Iiwwby,1998-06-16,C503,2.62
20204866,fn-Otwtzjohv,ln-Geqhbiok,2010-08-21,C105,0.95
20181815,fn-Whtt,ln-Xcrnnntql,2009-05-21,C203,3.91
20192446,fn-Tbuie,ln-Nwlzrb,2007-11-14,C301,0.65
20181058,fn-Svvtenyqx,ln-Bqotuvbvpi,1990-03-22,C605,1.75
20194098,fn-Ynnkvjcmu,ln-Pmj,1995-11-28,C402,2.92
20184346,fn-Doeufo,ln-Ehcnpt,1991-06-24,C301,2.54
20184911,fn-Egz,ln-Empxrivd,1994-11-07,C105,3.85
20202104,fn-Ngyyg,ln-Shtwpjmp,2002-10-31,C503,2.2
20182700,fn-Cstlyxcxs,ln-Rhgfbnpo,1998-10-19,C201,1.76
20201399,fn-Tsujzeygk,ln-Wecfuu,1993-11-06,C303,3.41
20185546,fn-Esnrwksoes,ln-Edjvg,1990-10-24,C103,0.67
20203389,fn-Xrfoeinzo,ln-Pezz,1999-12-31,C403,1.12
20201143,fn-Uvmspd,ln-Wjrm,1992-10-01,C302,1.0
20194770,fn-Qiif,ln-Ertodt,2002-11-22,C105,2.36
20184897,fn-Fddekuxyf,ln-Thizhgouv,2010-04-30,C402,3.91
20194087,fn-Uwkxxycbti,ln-Nzvvlo,2006-11-12,C101,2.11
20201783,fn-Defgtvqelb,ln-Cjuf,2001-08-19,C201,0.76
20194487,fn-Ynjnm,ln-Emwcvdkm,1998-09-20,C604,2.05
20181625,fn-Emtipdu,ln-Dlvypqlniy,1995-03-31,C305,1.81
20184036,fn-Syslqosbf,ln-Cxzdfctwc,1993-05-02,C401,0.93
20184552,fn-Ctse,ln-Hvbbxmres,2009-10-23,C503,0.35
20191509,fn-Vws,ln-Iuuwugvxvb,2008-06-16,C403,3.84
20203393,fn-Xbjo,ln-Xbf,2010-12-03,C604,2.3
20182013,fn-Wqb,ln-Lunvwsxjg,1999-12-07,C502,2.59
20205722,fn-Jpkzec,ln-Rqjpowmbjq,1994-12-13,C404,3.69
20192266,fn-Jbrivmosf,ln-Gdzbz,1992-11-01,C102,1.07
20195187,fn-Hskkpucdm,ln-Nvyrtltck,2007-03-09,C105,0.85
20181256,fn-Fxjew,ln-Vlfwhsebz,2005-04-16,C101,2.35
20205559,fn-Hlnshcyc,ln-Fykppbp,1991-02-23,C504,0.83
20195021,fn-Emuqsfg,ln-Lwbimfogji,1998-11-11,C301,3.0
20205818,fn-Queiyfys,ln-Gsnlizdwtz,2006-09-25,C501,3.05
20183153,fn-Pjgpcurrjj,ln-Kizonq,2001-01-31,C104,3.86
20191696,fn-Lbzhbzqt,ln-Dwbjebexj,2000-08-18,C601,1.47
20202911,fn-Dbwve,ln-Thgbcypxsm,1997-06-21,C602,3.44
20194276,fn-Gdo,ln-Ojmgul,1993-10-02,C404,1.61
20203862,fn-Fpjdvzs,ln-Vgy,2001-07-10,C203,3.01
20185729,fn-Ciu,ln-Ziwt,2007-11-01,C402,1.42
20195455,fn-Mylh,ln-Mwpcp,1997-05-31,C201,0.77
20181519,fn-Hdprb,ln-Oqhu,2007-08-16,C202,1.5
20202103,fn-Chlldlwzjd,ln-Hgxzsn,2001-11-12,C304,1.81
20202011,fn-Khvtbkegom,ln-Jwuszh,1993-07-09,C203,3.72
20202300,fn-Gerhcg,ln-Egu,2000-12-02,C104,2.38
20181520,fn-Qevmm,ln-Mxvdyid,1992-10-19,C203,2.79
20193793,fn-Ipcrkee,ln-Ntddvtesg,2010-07-28,C303,1.46
20182395,fn-Yngqxv,ln-Thx,2003-11-10,C202,1.15
20204876,fn-Ulriu,ln-Rwcne,1991-10-17,C205,3.44
20192682,fn-Ggt,ln-Ljj,2004-10-13,C602,1.23
20181479,fn-Ozbbgnp,ln-Kpfqcibrhf,1992-05-04,C603,0.24
20193858,fn-Qtscc,ln-Bylv,2008-08-13,C203,3.98
20181306,fn-Ijl,ln-Zjflmc,2006-12-01,C404,0.59
20192150,fn-Bfudhwgd,ln-Psbhyvlov,1992-11-05,C105,0.06
20191684,fn-Nvotxnres,ln-Vkqkzq,2005-11-30,C304,3.56
20183414,fn-Zhyekmfy,ln-Uofglnjhbh,1992-12-27,C202,3.78
20182252,fn-Yxj,ln-Rix,1990-10-07,C401,2.69
20184108,fn-Gklhxijn,ln-Czsqtxli,1991-05-08,C301,1.64
20202300,fn-Mmtmhqvdq,ln-Vjhunfxj,1994-07-03,C201,2.95
20204678,fn-Jokqjvy,ln-Eolw,2005-09-08,C401,0.58
20201386,fn-Nejer,ln-Kydgts,1999-08-29,C305,1.64
20181925,fn-Msisqxvkzq,ln-Hobsc,2006-10-16,C101,3.11
20194284,fn-Ofmhcphgnu,ln-Zkobib,1991-09-26,C202,3.62
20204572,fn-Ont,ln-Becfkwwws,2004-11-27,C403,0.68
20181398,fn-Ipewwj,ln-Svlsyexe,2003-10-16,C305,3.95
20191272,fn-Xnkimebzxx,ln-Vhrbrnjm,1994-11-16,C105,2.77
20184059,fn-Xpcrtmweu,ln-Feqzblbzy,1994-05-05,C601,0.72
20191498,fn-Rics,ln-Cghqmbhwhj,1994-12-15,C502,1.68
20184623,fn-Pgg,ln-Ovxxkgmj,1993-10-13,C105,0.24
20182991,fn-Vyb,ln-Qgwbb,2003-11-05,C203,1.36
20203652,fn-Byxvqii,ln-Nskxsbyhq,1991-11-09,C204,0.86
20192782,fn-Dxdlwzgr,ln-Xfwgv,2000-11-19,C502,0.01
20181886,fn-Wrjs,ln-Lxx,1998-08-10,C203,1.16
20184436,fn-Kpjhigrusb,ln-Vkksxxzpe,2005-04-22,C603,0.97
20181769,fn-Pjbciegiw,ln-Dczz,2000-10-11,C102,1.56
20201999,fn-Flitrbr,ln-Vev,1996-10-17,C201,2.65
20184949,fn-Pljcwuuqj,ln-Mpvkhcl,1991-12-11,C203,2.65
20192319,fn-Ybyckrpe,ln-Mke,2007-05-16,C203,3.54
20203382,fn-Okgccui,ln-Zysrr,2004-12-23,C603,3.99
20202897,fn-Brbs,ln-Cxwhsgtmph,1997-11-14,C602,0.92
20185653,fn-Uhsnvgixeu,ln-Nocp,1997-03-30,C405,0.45
20203765,fn-Bhmoz,ln-Vguzhwvgi,2006-10-23,C203,0.89
20182242,fn-Pfrjt,ln-Igh,1993-04-20,C402,1.07
20202268,fn-Ujwgkivql,ln-Fpx,2004-12-19,C304,2.18
20203612,fn-Qrptws,ln-Zkvgbpdh,1999-05-25,C603,3.7
20204175,fn-Yigjtm,ln-Znjws,2008-10-28,C505,2.89
20201134,fn-Gqvqocivoo,ln-Euxx,2003-10-18,C204,2.92
20203484,fn-Lcnyllm,ln-Ihl,2008-12-24,C503,3.13
20183919,fn-Enu,ln-Evpbw,2010-12-24,C101,1.47
20184506,fn-Vwqoq,ln-Jeczxl,1995-09-28,C603,1.34
20202572,fn-Dojdilk,ln-Efu,1996-07-19,C205,2.15
20192300,fn-Dpsf,ln-Pkhjfegzu,1998-12-09,C605,0.69
20184472,fn-Ijpofego,ln-Ifb,1998-08-19,C501,3.69
20184187,fn-Kgx,ln-Ttitcnuriv,1998-05-12,C501,2.22
20204790,fn-Tttxsmwvt,ln-Yqyb,2006-05-03,C203,2.16
20201284,fn-Qooyh,ln-Ppb,2010-01-15,C203,3.36
20184973,fn-Uwy,ln-Gikedkzsbz,1995-12-06,C204,3.67
20202389,fn-Xxpmgbly,ln-Bqoolf,1994-10-27,C405,2.35
20193005,fn-Nrhoqiwqn,ln-Gyjnu,2009-10-07,C303,0.42
20202068,fn-Wjynpqw,ln-Psekbgxqr,2008-03-29,C104,1.88
20195176,fn-Wno,ln-Obqtq,1999-05-09,C205,1.47
20195251,fn-Uyktslnzje,ln-Svzev,2003-11-26,C103,0.18
20184715,fn-Odoiguz,ln-Chxnpyc,2002-04-03,C203,0.09
20203446,fn-Bxd,ln-Rcmcvb,2001-11-14,C605,3.32
20202380,fn-Exx,ln-Kxwmicbzvg,2002-11-18,C102,2.31
20193466,fn-Irtc,ln-Kqtf,2010-11-13,C602,2.88
20193339,fn-Dfqp,ln-Qgpe,2000-12-13,C301,2.3
20185691,fn-Rnhymhr,ln-Ezdkd,2005-05-27,C502,1.91
20192162,fn-Vrofu,ln-Esehy,2006-07-13,C205,0.19
20204309,fn-Zfvkdumy,ln-Czc,2000-03-10,C203,3.18
20182593,fn-Sbvhvkj,ln-Sfy,2008-01-01,C305,0.8
20203172,fn-Tdoxx,ln-Jeil,1999-10-01,C302,0.23
20195350,fn-Qyrkrb,ln-Btfit,1995-11-22,C102,3.54
20182833,fn-Etvgipopez,ln-Bjliks,1992-02-22,C505,2.14
20203306,fn-Ixkcdhokm,ln-Wkshve,2007-12-10,C505,0.82
20192411,fn-Ydrfjip,ln-Veix,2001-02-15,C202,0.69
20185737,fn-Gmclyfoh,ln-Hemolqcnz,1994-06-02,C303,0.78
20183687,fn-Fxyw,ln-Pzqfc,2006-12-16,C103,2.55
20184047,fn-Phdqf,ln-Vrleizmu,2005-12-29,C602,2.13
20202706,fn-Lwkxife,ln-Xpfzpnm,1994-11-26,C602,3.26
20204602,fn-Fixnw,ln-Jpvmb,1995-10-06,C101,0.32
20205166,fn-Lqzvwjsu,ln-Xhm,1992-08-17,C501,2.09
20184762,fn-Msp,ln-Rpyvqh,1995-01-06,C401,3.56
20184559,fn-Ezskjp,ln-Jlohz,2003-09-07,C305,2.59
20205109,fn-Dvlcroqyqb,ln-Nquozmmu,2006-05-25,C501,0.39
20202253,fn-Ezipk,ln-Vxg,1999-05-24,C103,3.12
20205245,fn-Zruodjjxpe,ln-Xujssonh,1993-12-27,C404,1.77
20195226,fn-Uygdrw,ln-Ofdp,2005-12-06,C203,2.53
20195215,fn-Prvkbp,ln-Zkr,2009-10-06,C503,3.72
20185060,fn-Ywyrso,ln-Vrbtkd,2009-12-25,C302,1.59
20184169,fn-Usuuofe,ln-Vumktqiwfi,2001-12-14,C403,2.38
20193335,fn-Elzhku,ln-Zjdikhfg,1993-12-05,C102,0.88
20185863,fn-Vtkvms,ln-Fmuebo,2004-11-28,C304,0.72
20203681,fn-Ubdseih,ln-Osnpdqzb,2007-12-07,C101,1.81
20184566,fn-Ymuzh,ln-Bbfx,1996-11-03,C401,0.97
20191773,fn-Qyhhwe,ln-Diskyzkx,1998-02-24,C605,2.43
20192912,fn-Fmksd,ln-Bwsmefwsq,2008-05-13,C603,3.97
20205438,fn-Zlleyqnf,ln-Mufjh,2006-12-09,C504,3.41
20194041,fn-Lrtexpve,ln-Dhqqwrqvw,2008-07-12,C303,1.61
20181288,fn-Qxsulzcke,ln-Tybhdujofu,1996-10-26,C503,0.61
20185127,fn-Xqinrfekg,ln-Sxqlo,2003-11-15,C602,1.11
20194927,fn-Fvw,ln-Rnk,2000-11-03,C501,2.57
20203878,fn-Ilnxzwwh,ln-Ecbel,2000-09-30,C603,3.27
20181225,fn-Ognkpn,ln-Ffuw,2010-02-24,C603,0.72
20205871,fn-Nfxtyluoqf,ln-Miihqi,2007-12-06,C301,1.16
20182490,fn-Zxjdujvezf,ln-Str,2006-04-05,C404,2.17
20191192,fn-Eyphpg,ln-Phrqts,2007-12-17,C505,0.21
20205962,fn-Wmrqg,ln-Rnbtocd,1998-04-27,C502,2.65
20204070,fn-Vmplhtdu,ln-Mimm,1997-04-01,C402,2.61
20203384,fn-Toio,ln-Zggsh,2010-01-05,C405,1.85
20181377,fn-Tzkg,ln-Tslbi,2003-10-08,C105,1.22
20195084,fn-Vguoyfwkjs,ln-Ogppuquu,1991-12-19,C205,1.3
20204453,fn-Hpxewirdu,ln-Yoti,2000-11-04,C304,3.12
20194084,fn-Guwefppf,ln-Opq,2000-10-19,C401,3.54
20192645,fn-Dssk,ln-Ccvfrfk,1998-12-01,C302,0.84
20201901,fn-Jmllzlv,ln-Dzpco,1998-10-18,C301,2.72
20195984,fn-Wlnrngw,ln-Vthjd,2002-05-27,C101,0.9
20192650,fn-Jvtly,ln-Dghmfwiy,1999-12-27,C403,1.51
20194530,fn-Jifwsh,ln-Ihneukwr,1999-10-15,C501,0.28
20201261,fn-Hcjd,ln-Btcvgu,1997-04-04,C602,3.59
20181934,fn-Ovcggjumjt,ln-Cvkdqkjhjc,1990-06-30,C603,0.84
20191919,fn-Ypqqkhx,ln-Doxoeftirm,2002-10-25,C305,2.67
20181271,fn-Opdsosit,ln-Vgkfrlejz,1991-04-14,C105,2.86
20184515,fn-Zvqivipmp,ln-Vnijti,1991-12-28,C503,2.66
20185425,fn-Bgn,ln-Dfkxqrdlq,2002-12-05,C404,1.75
20185459,fn-Wssdygyi,ln-Glhxu,2010-10-23,C402,2.75
20204418,fn-Ixs,ln-Rvybrwpwvl,2001-12-08,C604,2.4
20195021,fn-Mqqc,ln-Rexluf,2001-05-13,C504,1.03
20205202,fn-Dszqfvwgly,ln-Uvur,1994-01-22,C305,0.78
20185356,fn-Iwsrunbwfe,ln-Xvzieub,2000-07-09,C303,2.17
20194222,fn-Sdw,ln-Vqk,1992-12-28,C503,1.7
20195427,fn-Fytqw,ln-Odrifoc,1998-07-13,C604,2.07
20181650,fn-Fur,ln-Flp,1995-11-04,C504,0.4
20192728,fn-Cpzihv,ln-Mzvyvguk,2008-12-19,C504,2.4
20195184,fn-Xtd,ln-Tfjwzj,2009-06-29,C401,0.16
20203694,fn-Tgqhgkzx,ln-Dtduye,2001-11-29,C201,3.75
20185864,fn-Syeyryp,ln-Moso,1999-08-16,C402,0.94
20181664,fn-Jvkw,ln-Vsnp,1993-05-22,C103,3.84
20183027,fn-Jnu,ln-Tfhclbg,1998-01-08,C403,3.2
20194183,fn-Cljicl,ln-Cmzh,1995-02-14,C602,1.31
20194786,fn-Clyigjttwp,ln-Hbxmxn,1990-12-10,C301,1.6
20201002,fn-Uzeg,ln-Jjdsjxvbb,1995-09-24,C301,0.64
20184743,fn-Pdcwcg,ln-Dkdsnpuzu,2010-08-06,C105,1.34
20192320,fn-Qszukqsfu,ln-Gjtx,1997-10-31,C503,0.55
20204631,fn-Lpwqt,ln-Wzjzfewprr,1999-03-10,C203,1.5
20203243,fn-Torqlpq,ln-Tcqypj,2010-12-22,C601,1.97
20182990,fn-Qditxr,ln-Ogsemuqblx,1991-09-16,C104,0.02
20204643,fn-Crrpnk,ln-Xuh,2004-05-07,C602,2.4
20185371,fn-Nckpmolh,ln-Bsz,2001-11-15,C301,3.75
20191416,fn-Eueg,ln-Mrnzbk,2004-04-28,C602,0.65
20191199,fn-Nebq,ln-Zrivrgozur,1990-11-12,C304,3.25
20204178,fn-Qgclcqcrz,ln-Uiiks,2010-12-14,C302,1.62
20192344,fn-Lmmvqk,ln-Rizm,1994-10-07,C603,3.95
20181965,fn-Dum,ln-Coh,2007-12-27,C402,3.78
20202706,fn-Qjeveg,ln-Vqcn,2004-01-25,C501,1.71
20183733,fn-Tdtsvd,ln-Dwwvy,2005-10-23,C102,3.25
20201124,fn-Izwnqkbfie,ln-Xvhn,1997-11-04,C204,2.87
20203181,fn-Lmfhdk,ln-Wzi,1993-01-10,C505,2.83
20185206,fn-Spmdzh,ln-Vpyqkecd,2000-12-03,C104,3.05
20205937,fn-Xrokruyo,ln-Kvvyqpld,2006-10-14,C505,2.49
20184975,fn-Zocmrp,ln-Djlboxe,1992-08-25,C205,1.85
20195836,fn-Pzbsgslb,ln-Xgpum,2000-02-22,C603,1.0
20201283,fn-Dgppeb,ln-Llzijktc,1996-11-10,C504,0.04
20182173,fn-Dzjw,ln-Mrcfrj,2007-04-08,C105,1.2
20185629,fn-Chikmou,ln-Cosdnb,1992-08-16,C403,0.37
20182357,fn-Qfwlfthd,ln-Nlsbudhsjr,2010-03-17,C601,1.23
20194146,fn-Rgqngs,ln-Beqdmjpk,1998-11-15,C501,3.6
20204681,fn-Gkjwdbpy,ln-Wtfwutnj,2008-04-27,C505,3.17
20192004,fn-Bioi,ln-Ewo,1994-12-24,C301,2.44
20185611,fn-Pddes,ln-Ydlphqzu,2002-08-05,C303,1.49
20185310,fn-Kpi,ln-Rurxe,1998-02-12,C102,1.14
20185447,fn-Gwfc,ln-Fgxjdtzfzl,2008-11-27,C503,3.2
20202736,fn-Vdz,ln-Qrogzhhwzg,2003-12-30,C602,2.33
20185584,fn-Xwnqquncbq,ln-Fgk,1990-04-12,C505,1.33
20182201,fn-Ixc,ln-Stvjn,1997-11-11,C305,2.77
20182413,fn-Kgbvmr,ln-Exod,2008-09-02,C205,3.15
20205071,fn-Zzmofhmnu,ln-Mitcwy,1997-11-02,C402,2.57
20204383,fn-Ifrdzqvu,ln-Uchbjrlqtd,1993-09-14,C501,3.25
20183466,fn-Pcumr,ln-Fukzoobrom,2004-11-25,C604,3.26
20191164,fn-Ehtvc,ln-Qnqrdcp,1999-06-24,C605,3.24
20193645,fn-Uckokxftg,ln-Nkiiued,2000-12-22,C503,3.35
20185804,fn-Ykdgunkdxc,ln-Xwevqiw,2007-11-19,C102,3.36
20183419,fn-Gjb,ln-Dzfrvupg,2009-10-02,C301,0.28
20195108,fn-Xwi,ln-Bclw,2007-05-12,C605,0.2
20181632,fn-Qvuwqjjcx,ln-Ljwugnv,1992-10-04,C104,2.22
20193859,fn-Dhxsereik,ln-Fns,1998-06-08,C604,0.56
20191292,fn-Lledqlqsjr,ln-Dhz,2003-11-13,C203,1.69
20194524,fn-Nbyr,ln-Yqzie,1994-10-09,C602,2.35
20182757,fn-Ilvfqmhnw,ln-Iwd,2009-10-17,C105,2.8
20184477,fn-Djtelpexj,ln-Bcqhkzlr,2007-11-14,C403,0.35
20202023,fn-Uwg,ln-Zridkv,1994-06-10,C105,3.84
20191619,fn-Glvkvjflw,ln-Qmyyov,2009-04-30,C604,3.89
20182209,fn-Jmdtxsb,ln-Tvwnqs,2003-07-24,C103,1.24
20195656,fn-Xznboukr,ln-Hokjfmtj,1991-07-16,C301,2.99
20202728,fn-Kmumzj,ln-Vff,2010-02-14,C303,0.71
20195461,fn-Pwbcnbl,ln-Njrfek,2005-08-28,C202,3.84
20181395,fn-Mirupgzq,ln-Etyveep,1991-05-02,C302,0.31
20202622,fn-Hixdspgv,ln-Juqfyo,2004-12-07,C504,1.77
20202620,fn-Enodzrt,ln-Gcqd,1998-02-14,C104,1.62
20203578,fn-Lgvwvjwqpw,ln-Ucptf,1992-10-13,C501,3.5
20195813,fn-Xzrf,ln-Fqikvxmj,2004-06-15,C504,1.7
20184655,fn-Zxwn,ln-Nck,1990-09-28,C105,3.49
20183335,fn-Lldx,ln-Xso,1991-01-20,C404,0.13
20202257,fn-Qkvedn,ln-Lusiizkdo,1998-12-12,C103,1.65
20181544,fn-Ublbppqlvs,ln-Gvjqsv,2008-04-19,C302,1.78
20204557,fn-Jjtn,ln-Eokjiwrxnw,1992-11-12,C204,1.28
20203650,fn-Esnmnyo,ln-Qeoftgrp,1997-11-09,C102,2.28
20201389,fn-Mhompg,ln-Xzk,2001-06-04,C304,0.97
20193323,fn-Pmqho,ln-Udoieiqvnt,1996-10-13,C502,0.68
20204694,fn-Wsooxn,ln-Lfeb,1992-10-20,C304,1.75
20205476,fn-Hejimeeos,ln-Tefhdxsjtg,2009-08-05,C202,3.91
20195061,fn-Ntkq,ln-Hmys,1994-10-18,C603,2.7
20201495,fn-Wtt,ln-Flgtq,1994-12-02,C203,2.59
20202919,fn-Mghdxkbt,ln-Vdw,2009-11-09,C403,3.02
20204192,fn-Nvpoldw,ln-Rdf,2007-03-03,C202,0.66
20185822,fn-Vibum,ln-Cryrwbjix,2002-10-29,C304,3.68
20203995,fn-Gsyknvior,ln-Iru,2001-12-06,C405,1.98
20195778,fn-Sfmv,ln-Bxtcxnqfw,2010-12-24,C105,0.79
20184982,fn-Zplveebt,ln-Noxl,2010-05-08,C101,3.42
20195498,fn-Ujl,ln-Vqj,1993-10-11,C605,1.37
20181628,fn-Wqbkxx,ln-Ddzdikxkwb,1997-11-21,C301,0.51
20195819,fn-Jesb,ln-Egnfzdx,2003-11-30,C101,2.07
20205296,fn-Smsmtompl,ln-Wwyrgri,2008-02-25,C104,0.81
20195914,fn-Oihof,ln-Egdybrt,1993-12-29,C102,2.07
20181926,fn-Udfnlegkyl,ln-Jlddj,2009-12-07,C603,1.88
20193020,fn-Hehnqbnrwj,ln-Obo,1998-10-10,C401,0.45
20201251,fn-Vqd,ln-Eio,1991-11-21,C204,1.6
20181366,fn-Cnhcn,ln-Lkginbbd,2001-11-09,C403,2.75
20195604,fn-Qxgsgsnt,ln-Lbdobdv,1997-11-02,C304,0.57
20202953,fn-Sizh,ln-Jliyow,2000-08-17,C605,3.75
20203884,fn-Fywe,ln-Pgoq,2002-02-23,C305,1.62
20192735,fn-Icqcbxejkg,ln-Rezgwzqud,1993-04-27,C305,2.18
20204900,fn-Eqwriei,ln-Nlgdgcjs,2003-11-03,C202,3.53
20183969,fn-Sdlth,ln-Uipzln,2010-12-20,C605,2.7
20185977,fn-Pkvzbdv,ln-Ichvb,2005-05-07,C302,2.98
20182409,fn-Gxeepdh,ln-Ylsmstqodo,2000-01-29,C604,1.89
20194901,fn-Jzpqx,ln-Tlwnzcwt,2010-09-17,C201,2.88
20204673,fn-Oqxkcorei,ln-Hnpcc,2002-11-15,C602,1.7
20201638,fn-Bnxz,ln-Dpu,1991-12-30,C405,2.75
20204486,fn-Fyjxuitn,ln-Kopenyfkl,2003-11-14,C403,2.59
20181919,fn-Xot,ln-Byn,2009-12-27,C302,1.63
20184212,fn-Nmnffu,ln-Sdoctfs,2010-11-21,C303,0.35
20203748,fn-Dxjheq,ln-Lursmqz,1993-11-11,C601,1.78
20204327,fn-Eieu,ln-Uqzuf,1993-10-05,C501,3.55
20191175,fn-Sbt,ln-Migg,2007-02-19,C404,2.59
20193035,fn-Wdpuwjocir,ln-Ufj,2002-12-02,C504,2.33
20181848,fn-Ukoeuknfvi,ln-Ikeh,2009-10-06,C301,0.55
20203696,fn-Yzdj,ln-Krfcuj,1993-12-22,C605,3.51
20192557,fn-Uyuscmmwk,ln-Tlteyifkhm,1997-12-26,C304,2.63
20183800,fn-Sbqmvf,ln-Cnplkbp,1994-02-27,C602,2.68
20204584,fn-Prw,ln-Hojyxqhzq,2010-06-27,C101,3.11
20185189,fn-Nqu,ln-Qjw,1996-07-19,C105,1.74
20205146,fn-Qlgotxgbuj,ln-Jrkrpp,1992-03-05,C401,2.04
20202876,fn-Vnkhnktux,ln-Pckzxiprr,2006-10-03,C402,1.86
20184824,fn-Rfi,ln-Scj,2006-04-21,C304,0.02
20202863,fn-Kqcbq,ln-Begfsmp,2007-10-19,C604,3.65
20201674,fn-Kfhjqntpl,ln-Bgoog,1999-07-21,C304,0.88
20195200,fn-Woydd,ln-Zmxmhe,1990-11-10,C103,3.66
20181267,fn-Diqsvw,ln-Wevodoi,2004-09-06,C605,1.7
20202884,fn-Lyiklipi,ln-Nppupwsefj,1990-10-28,C404,0.29
20193474,fn-Shoqjddb,ln-Uxbs,2003-11-19,C601,0.11
20191743,fn-Mlexuezcm,ln-Ypne,2002-12-22,C301,0.49
20182767,fn-Rivvhgf,ln-Jcf,2004-01-09,C503,1.28
20183271,fn-Izfn,ln-Rmk,1997-11-12,C405,1.42
20192212,fn-Shnd,ln-Gdrnfqmod,2006-06-14,C503,1.01
20191852,fn-Sztdculb,ln-Fxqr,2001-08-19,C401,2.38
20203300,fn-Qilcufp,ln-Ojemhxggvi,1992-11-28,C204,2.04
20185082,fn-Gcnwqknyf,ln-Mehunf,2010-12-25,C102,3.67
20184988,fn-Jnckfcqzi,ln-Kntpn,1990-08-06,C604,0.93
20181479,fn-Mglpuqdp,ln-Srh,2001-02-23,C102,0.84
20202451,fn-Pqvt,ln-Mofrmv,1992-07-11,C402,2.64
20192612,fn-Urbnmyxmgr,ln-Uxn,1994-11-17,C204,3.51
20201707,fn-Cmwre,ln-Jgsqzb,1993-10-22,C603,2.85
20181290,fn-Gevuliy,ln-Eoxckzrm,1995-04-20,C102,1.08
20184578,fn-Tjgy,ln-Lnmzhxpyz,1990-12-26,C501,1.76
20204093,fn-Qyzzlgqe,ln-Polizsdv,2005-11-15,C103,1.75
20191797,fn-Jkq,ln-Ihdnkzogfe,2002-04-21,C103,2.95
20195493,fn-Nwgufcq,ln-Ykhx,2009-03-05,C304,3.78
20194521,fn-Nxfzehbex,ln-Lvkfl,1997-11-11,C503,3.98
20205339,fn-Enrnlc,ln-Uketucsjp,1998-08-16,C403,3.33
20192636,fn-Bkcufccmjq,ln-Fhlj,2004-01-26,C301,3.97
20201948,fn-Stxhpx,ln-Eyskguvw,2007-09-16,C205,0.75
20183240,fn-Lhp,ln-Psdmod,2010-11-08,C302,2.83
20203418,fn-Efjg,ln-Mcmnsu,2003-10-21,C602,2.48
20183411,fn-Ofr,ln-Bbopdio,2000-02-27,C302,1.23
20192645,fn-Sqnby,ln-Rcilegj,1990-05-04,C602,0.45
20192697,fn-Qfbpznqzbr,ln-Qnfnnipudb,1998-05-05,C305,1.37
20193605,fn-Irs,ln-Hiszlilgxw,2000-10-04,C301,3.27
20191106,fn-Mnzwxyoh,ln-Zgwy,2009-11-18,C105,0.05
20204178,fn-Koqb,ln-Roydkxscrs,2001-08-18,C301,2.94
20184097,fn-Nrkdyznz,ln-Neswxg,2000-02-17,C201,3.39
20194574,fn-Lsbklo,ln-Qzznpzf,1994-09-02,C504,2.08
20204375,fn-Jlu,ln-Jognjb,1997-02-25,C204,1.77
20195114,fn-Qqws,ln-Kthbcdbm,2008-12-15,C404,0.61
20203881,fn-Jcycxpxxs,ln-Kekhvdiz,1999-11-15,C602,1.59
20183962,fn-Jbzgmgbdwi,ln-Osg,2008-02-17,C504,3.11
20201151,fn-Gluumhgz,ln-Nzqsy,1996-12-10,C504,0.66
20185910,fn-Cvjqjzz,ln-Iirx,1998-05-23,C503,0.83
20191306,fn-Uetf,ln-Umyqxvv,1994-01-26,C402,1.61
20205138,fn-Zntzg,ln-Wboo,1994-08-25,C603,0.27
20195256,fn-Gkjspdpor,ln-Ulj,2007-10-19,C604,2.97
20193025,fn-Vjfzr,ln-Vzpjk,1992-07-26,C502,0.69
20193173,fn-Ogenzxywrh,ln-Owczio,2000-10-04,C405,2.52
20182862,fn-Htylzirki,ln-Ugbbsfte,1999-05-04,C401,0.14
20194080,fn-Qkorri,ln-Bhcoukvr,1996-09-02,C204,3.65
20191751,fn-Lzx,ln-Duk,1995-12-27,C304,1.04
20205379,fn-Wpxvkfnlxi,ln-Vbdxcxdrv,1992-09-25,C401,3.48
20184462,fn-Cqnbr,ln-Ijggr,1996-04-09,C203,0.29
20203923,fn-Tshfeu,ln-Syzrtqun,2006-10-06,C104,1.78
20184380,fn-Yluxhlupme,ln-Bvjc,2005-11-29,C404,1.62
20185486,fn-Loolzl,ln-Ekghzyqt,1991-10-14,C503,3.88
20205565,fn-Yybfmmiibb,ln-Jyd,2006-09-26,C105,2.31
20185680,fn-Inirijw,ln-Jvwpdlpjre,2000-10-25,C501,3.86
